ticket_id,scenario_id,ts,store_id,device,message,category
TKT_0000267,INC_001,2024-01-10T05:46:24+00:00,STORE_004,desktop,Customer enquiry — returns,returns
TKT_0000268,INC_001,2024-01-10T05:05:30+00:00,STORE_005,ios,Customer enquiry — general,general
TKT_0000269,INC_001,2024-01-10T05:35:22+00:00,STORE_003,android,Customer enquiry — stock,stock
TKT_0000270,INC_001,2024-01-10T05:18:51+00:00,STORE_003,ios,Customer enquiry — returns,returns
TKT_0000271,INC_001,2024-01-10T06:27:17+00:00,STORE_005,ios,Customer enquiry — stock,stock
TKT_0000272,INC_001,2024-01-10T06:36:40+00:00,STORE_005,ios,Customer enquiry — stock,stock
TKT_0000273,INC_001,2024-01-10T06:19:11+00:00,STORE_001,ios,Customer enquiry — stock,stock
TKT_0000274,INC_001,2024-01-10T06:05:58+00:00,STORE_003,android,Customer enquiry — general,general
TKT_0000275,INC_001,2024-01-10T06:50:18+00:00,STORE_001,desktop,Customer enquiry — general,general
TKT_0000276,INC_001,2024-01-10T06:20:03+00:00,STORE_003,desktop,Customer enquiry — stock,stock
TKT_0000277,INC_001,2024-01-10T07:17:12+00:00,STORE_005,desktop,Customer enquiry — returns,returns
TKT_0000278,INC_001,2024-01-10T07:56:48+00:00,STORE_004,ios,Customer enquiry — returns,returns
TKT_0000279,INC_001,2024-01-10T08:40:09+00:00,STORE_005,android,Customer enquiry — general,general
TKT_0000280,INC_001,2024-01-10T08:52:22+00:00,STORE_005,ios,Customer enquiry — general,general
TKT_0000281,INC_001,2024-01-10T08:52:55+00:00,STORE_003,desktop,Customer enquiry — stock,stock
TKT_0000282,INC_001,2024-01-10T09:09:45+00:00,STORE_002,desktop,Customer enquiry — stock,stock
TKT_0000283,INC_001,2024-01-10T09:38:27+00:00,STORE_004,desktop,Customer enquiry — general,general
TKT_0000284,INC_001,2024-01-10T09:54:01+00:00,STORE_005,ios,Customer enquiry — stock,stock
TKT_0000285,INC_001,2024-01-10T09:40:41+00:00,STORE_001,ios,Customer enquiry — stock,stock
TKT_0000286,INC_001,2024-01-10T09:13:40+00:00,STORE_003,android,Customer enquiry — stock,stock
TKT_0000287,INC_001,2024-01-10T09:22:49+00:00,STORE_004,ios,Customer enquiry — general,general
TKT_0000288,INC_001,2024-01-10T09:11:58+00:00,STORE_003,ios,Customer enquiry — returns,returns
TKT_0000289,INC_001,2024-01-10T10:54:52+00:00,STORE_003,android,Customer enquiry — general,general
TKT_0000290,INC_001,2024-01-10T10:29:55+00:00,STORE_003,ios,Customer enquiry — general,general
TKT_0000291,INC_001,2024-01-10T10:29:02+00:00,STORE_002,desktop,Customer enquiry — returns,returns
TKT_0000292,INC_001,2024-01-10T10:20:06+00:00,STORE_005,desktop,Customer enquiry — stock,stock
TKT_0000293,INC_001,2024-01-10T10:20:45+00:00,STORE_004,desktop,Customer enquiry — stock,stock
TKT_0000294,INC_001,2024-01-10T10:58:41+00:00,STORE_004,desktop,Customer enquiry — general,general
TKT_0000295,INC_001,2024-01-10T11:01:23+00:00,STORE_002,desktop,Customer enquiry — general,general
TKT_0000296,INC_001,2024-01-10T11:53:23+00:00,STORE_005,android,Customer enquiry — returns,returns
TKT_0000297,INC_001,2024-01-10T11:56:19+00:00,STORE_003,ios,Customer enquiry — returns,returns
TKT_0000298,INC_001,2024-01-10T11:08:42+00:00,STORE_001,android,Customer enquiry — returns,returns
TKT_0000299,INC_001,2024-01-10T11:41:21+00:00,STORE_004,android,Customer enquiry — returns,returns
TKT_0000300,INC_001,2024-01-10T11:58:41+00:00,STORE_003,android,Customer enquiry — returns,returns
TKT_0000301,INC_001,2024-01-10T11:06:00+00:00,STORE_005,ios,Customer enquiry — general,general
TKT_0000302,INC_001,2024-01-10T11:10:52+00:00,STORE_001,android,Customer enquiry — returns,returns
TKT_0000303,INC_001,2024-01-10T12:37:15+00:00,STORE_005,desktop,Customer enquiry — returns,returns
TKT_0000304,INC_001,2024-01-10T12:33:12+00:00,STORE_004,android,Customer enquiry — stock,stock
TKT_0000305,INC_001,2024-01-10T12:58:57+00:00,STORE_003,desktop,Customer enquiry — general,general
TKT_0000306,INC_001,2024-01-10T12:28:36+00:00,STORE_002,ios,Customer enquiry — stock,stock
TKT_0000307,INC_001,2024-01-10T12:24:26+00:00,STORE_004,android,Customer enquiry — stock,stock
TKT_0000308,INC_001,2024-01-10T12:24:09+00:00,STORE_005,android,Customer enquiry — returns,returns
TKT_0000309,INC_001,2024-01-10T13:43:07+00:00,STORE_002,android,Customer enquiry — general,general
TKT_0000310,INC_001,2024-01-10T13:24:10+00:00,STORE_003,ios,Customer enquiry — general,general
TKT_0000311,INC_001,2024-01-10T13:59:00+00:00,STORE_003,ios,Customer enquiry — general,general
TKT_0000312,INC_001,2024-01-10T13:13:03+00:00,STORE_002,desktop,Customer enquiry — returns,returns
TKT_0000313,INC_001,2024-01-10T13:11:25+00:00,STORE_002,android,Customer enquiry — general,general
TKT_0000314,INC_001,2024-01-10T14:59:36+00:00,STORE_003,ios,Customer enquiry — stock,stock
TKT_0000315,INC_001,2024-01-10T14:27:51+00:00,STORE_002,android,Customer enquiry — stock,stock
TKT_0000316,INC_001,2024-01-10T14:20:57+00:00,STORE_004,ios,Customer enquiry — stock,stock
TKT_0000317,INC_001,2024-01-10T14:05:47+00:00,STORE_001,ios,Customer enquiry — returns,returns
TKT_0000318,INC_001,2024-01-10T14:42:15+00:00,STORE_005,android,Customer enquiry — returns,returns
TKT_0000319,INC_001,2024-01-10T15:07:43+00:00,STORE_003,android,Customer enquiry — stock,stock
TKT_0000320,INC_001,2024-01-10T15:42:14+00:00,STORE_001,android,Customer enquiry — stock,stock
TKT_0000321,INC_001,2024-01-10T15:18:53+00:00,STORE_005,desktop,Customer enquiry — general,general
TKT_0000322,INC_001,2024-01-10T15:10:57+00:00,STORE_003,android,Customer enquiry — returns,returns
TKT_0000323,INC_001,2024-01-10T15:24:22+00:00,STORE_001,android,Customer enquiry — stock,stock
TKT_0000324,INC_001,2024-01-10T15:13:47+00:00,STORE_002,android,Customer enquiry — returns,returns
TKT_0000325,INC_001,2024-01-10T15:28:28+00:00,STORE_004,android,Customer enquiry — general,general
TKT_0000326,INC_001,2024-01-10T15:01:29+00:00,STORE_004,android,Customer enquiry — general,general
TKT_0000327,INC_001,2024-01-10T15:28:38+00:00,STORE_001,desktop,Customer enquiry — general,general
TKT_0000328,INC_001,2024-01-10T15:48:08+00:00,STORE_004,android,Customer enquiry — stock,stock
TKT_0000329,INC_001,2024-01-10T15:40:16+00:00,STORE_001,ios,Customer enquiry — general,general
TKT_0000330,INC_001,2024-01-10T15:03:50+00:00,STORE_004,ios,Customer enquiry — stock,stock
TKT_0000331,INC_001,2024-01-10T15:16:31+00:00,STORE_005,android,Customer enquiry — stock,stock
TKT_0000332,INC_001,2024-01-10T16:35:38+00:00,STORE_002,desktop,Customer enquiry — stock,stock
TKT_0000333,INC_001,2024-01-10T16:54:03+00:00,STORE_001,android,Customer enquiry — returns,returns
TKT_0000334,INC_001,2024-01-10T16:56:39+00:00,STORE_004,android,Customer enquiry — stock,stock
TKT_0000335,INC_001,2024-01-10T16:32:02+00:00,STORE_004,android,Customer enquiry — returns,returns
TKT_0000336,INC_001,2024-01-10T16:18:45+00:00,STORE_003,desktop,Customer enquiry — stock,stock
TKT_0000337,INC_001,2024-01-10T16:54:38+00:00,STORE_005,desktop,Customer enquiry — general,general
TKT_0000338,INC_001,2024-01-10T16:37:06+00:00,STORE_001,desktop,Customer enquiry — general,general
TKT_0000339,INC_001,2024-01-10T16:34:30+00:00,STORE_003,ios,Customer enquiry — stock,stock
TKT_0000340,INC_001,2024-01-10T16:02:45+00:00,STORE_003,android,Customer enquiry — returns,returns
TKT_0000341,INC_001,2024-01-10T16:01:22+00:00,STORE_005,ios,Customer enquiry — general,general
TKT_0000342,INC_001,2024-01-10T16:52:04+00:00,STORE_003,desktop,Customer enquiry — stock,stock
TKT_0000343,INC_001,2024-01-10T16:00:10+00:00,STORE_001,android,Customer enquiry — stock,stock
TKT_0000344,INC_001,2024-01-10T16:44:53+00:00,STORE_005,ios,Customer enquiry — general,general
TKT_0000345,INC_001,2024-01-10T17:48:47+00:00,STORE_002,android,Customer enquiry — general,general
TKT_0000346,INC_001,2024-01-10T17:13:48+00:00,STORE_005,desktop,Customer enquiry — general,general
TKT_0000347,INC_001,2024-01-10T17:13:54+00:00,STORE_004,android,Customer enquiry — returns,returns
TKT_0000348,INC_001,2024-01-10T17:29:02+00:00,STORE_001,android,Customer enquiry — stock,stock
TKT_0000349,INC_001,2024-01-10T17:46:25+00:00,STORE_004,desktop,Customer enquiry — returns,returns
TKT_0000350,INC_001,2024-01-10T18:06:01+00:00,STORE_002,desktop,Customer enquiry — stock,stock
TKT_0000351,INC_001,2024-01-10T18:31:04+00:00,STORE_002,ios,Customer enquiry — general,general
TKT_0000352,INC_001,2024-01-10T18:00:04+00:00,STORE_001,android,Customer enquiry — general,general
TKT_0000353,INC_001,2024-01-10T18:57:50+00:00,STORE_001,android,Customer enquiry — stock,stock
TKT_0000354,INC_001,2024-01-10T18:43:27+00:00,STORE_001,desktop,Customer enquiry — general,general
TKT_0000355,INC_001,2024-01-10T19:28:37+00:00,STORE_005,android,Customer enquiry — general,general
TKT_0000356,INC_001,2024-01-10T19:24:10+00:00,STORE_002,android,Customer enquiry — returns,returns
TKT_0000357,INC_001,2024-01-10T19:36:10+00:00,STORE_002,android,Customer enquiry — general,general
TKT_0000358,INC_001,2024-01-10T19:06:39+00:00,STORE_001,android,Customer enquiry — general,general
TKT_0000359,INC_001,2024-01-10T19:33:47+00:00,STORE_002,ios,Customer enquiry — stock,stock
TKT_0000360,INC_001,2024-01-10T19:12:32+00:00,STORE_001,android,Customer enquiry — general,general
TKT_0000361,INC_001,2024-01-10T19:32:15+00:00,STORE_001,desktop,Customer enquiry — returns,returns
TKT_0000362,INC_001,2024-01-10T19:15:01+00:00,STORE_003,android,Customer enquiry — returns,returns
TKT_0000363,INC_001,2024-01-10T20:24:13+00:00,STORE_003,android,Customer enquiry — stock,stock
TKT_0000364,INC_001,2024-01-10T20:15:07+00:00,STORE_003,android,Customer enquiry — stock,stock
TKT_0000365,INC_001,2024-01-10T21:25:30+00:00,STORE_005,ios,Customer enquiry — general,general
TKT_0000366,INC_001,2024-01-10T21:06:05+00:00,STORE_005,ios,Customer enquiry — stock,stock
TKT_0000367,INC_001,2024-01-10T21:18:21+00:00,STORE_001,android,Customer enquiry — returns,returns
TKT_0000368,INC_001,2024-01-10T21:49:44+00:00,STORE_004,desktop,Customer enquiry — stock,stock
TKT_0000369,INC_001,2024-01-10T21:30:16+00:00,STORE_001,ios,Customer enquiry — stock,stock
TKT_0000370,INC_001,2024-01-10T22:28:00+00:00,STORE_001,android,Customer enquiry — general,general
TKT_0000371,INC_001,2024-01-10T22:41:06+00:00,STORE_005,android,Customer enquiry — stock,stock
TKT_0000372,INC_001,2024-01-10T22:02:45+00:00,STORE_004,android,Customer enquiry — general,general
TKT_0000373,INC_001,2024-01-10T22:38:21+00:00,STORE_003,android,Customer enquiry — general,general
TKT_0000374,INC_001,2024-01-10T22:26:24+00:00,STORE_001,desktop,Customer enquiry — general,general
TKT_0000375,INC_001,2024-01-10T22:14:41+00:00,STORE_001,desktop,Customer enquiry — stock,stock
TKT_0000376,INC_001,2024-01-10T22:23:17+00:00,STORE_001,android,Customer enquiry — general,general
TKT_0000377,INC_001,2024-01-10T23:42:03+00:00,STORE_003,desktop,Customer enquiry — general,general
TKT_0000378,INC_001,2024-01-10T23:16:12+00:00,STORE_002,android,Customer enquiry — general,general
TKT_0000379,INC_001,2024-01-10T23:45:25+00:00,STORE_001,desktop,Customer enquiry — stock,stock
TKT_0000380,INC_001,2024-01-10T23:35:59+00:00,STORE_002,ios,Customer enquiry — returns,returns
TKT_0000381,INC_001,2024-01-10T23:02:41+00:00,STORE_002,desktop,Customer enquiry — stock,stock
TKT_0000382,INC_001,2024-01-11T00:38:09+00:00,STORE_002,android,Customer enquiry — general,general
TKT_0000383,INC_001,2024-01-11T00:13:37+00:00,STORE_005,ios,Customer enquiry — returns,returns
TKT_0000384,INC_001,2024-01-11T00:35:34+00:00,STORE_004,desktop,Customer enquiry — returns,returns
TKT_0000385,INC_001,2024-01-11T00:48:11+00:00,STORE_002,ios,Customer enquiry — stock,stock
TKT_0000386,INC_001,2024-01-11T00:04:28+00:00,STORE_002,android,Customer enquiry — stock,stock
TKT_0000387,INC_001,2024-01-11T00:04:06+00:00,STORE_001,android,Customer enquiry — general,general
TKT_0000388,INC_001,2024-01-11T01:54:54+00:00,STORE_003,ios,Customer enquiry — stock,stock
TKT_0000389,INC_001,2024-01-11T01:27:55+00:00,STORE_001,android,Customer enquiry — stock,stock
TKT_0000390,INC_001,2024-01-11T01:48:01+00:00,STORE_004,ios,Customer enquiry — stock,stock
TKT_0000391,INC_001,2024-01-11T01:14:15+00:00,STORE_001,ios,Customer enquiry — general,general
TKT_0000392,INC_001,2024-01-11T01:00:12+00:00,STORE_005,ios,Customer enquiry — stock,stock
TKT_0000393,INC_001,2024-01-11T01:59:11+00:00,STORE_004,desktop,Customer enquiry — general,general
TKT_0000394,INC_001,2024-01-11T02:55:37+00:00,STORE_003,ios,Customer enquiry — stock,stock
TKT_0000395,INC_001,2024-01-11T02:09:40+00:00,STORE_003,ios,Customer enquiry — general,general
TKT_0000396,INC_001,2024-01-11T02:25:44+00:00,STORE_005,android,Customer enquiry — stock,stock
TKT_0000397,INC_001,2024-01-11T02:36:17+00:00,STORE_004,desktop,Customer enquiry — general,general
TKT_0000398,INC_001,2024-01-11T02:31:48+00:00,STORE_002,ios,Customer enquiry — general,general
TKT_0000399,INC_001,2024-01-11T02:27:05+00:00,STORE_003,desktop,Customer enquiry — general,general
TKT_0000400,INC_001,2024-01-11T02:06:13+00:00,STORE_001,ios,Customer enquiry — stock,stock
TKT_0000401,INC_001,2024-01-11T03:34:16+00:00,STORE_003,desktop,Customer enquiry — returns,returns
TKT_0000402,INC_001,2024-01-11T03:12:07+00:00,STORE_003,desktop,Customer enquiry — stock,stock
TKT_0000403,INC_001,2024-01-11T03:00:06+00:00,STORE_005,android,Customer enquiry — returns,returns
TKT_0000404,INC_001,2024-01-11T03:16:08+00:00,STORE_001,ios,Customer enquiry — returns,returns
TKT_0000405,INC_001,2024-01-11T03:33:54+00:00,STORE_002,ios,Customer enquiry — stock,stock
TKT_0000406,INC_001,2024-01-11T03:57:57+00:00,STORE_002,ios,Customer enquiry — stock,stock
TKT_0000407,INC_001,2024-01-11T03:55:32+00:00,STORE_003,desktop,Customer enquiry — stock,stock
TKT_0000408,INC_001,2024-01-11T03:34:40+00:00,STORE_004,desktop,Customer enquiry — returns,returns
TKT_0000409,INC_001,2024-01-11T03:55:04+00:00,STORE_003,ios,Customer enquiry — returns,returns
TKT_0000410,INC_001,2024-01-11T03:37:52+00:00,STORE_005,ios,Customer enquiry — general,general
TKT_0000411,INC_001,2024-01-11T03:27:54+00:00,STORE_002,desktop,Customer enquiry — returns,returns
TKT_0000412,INC_001,2024-01-11T03:03:44+00:00,STORE_001,android,Customer enquiry — general,general
TKT_0000413,INC_001,2024-01-11T03:55:27+00:00,STORE_002,ios,Customer enquiry — stock,stock
TKT_0000414,INC_001,2024-01-11T04:22:42+00:00,STORE_001,ios,Customer enquiry — stock,stock
TKT_0000415,INC_001,2024-01-11T04:35:44+00:00,STORE_005,ios,Customer enquiry — stock,stock
TKT_0000416,INC_001,2024-01-11T04:58:26+00:00,STORE_003,ios,Customer enquiry — general,general
TKT_0000417,INC_001,2024-01-11T04:09:50+00:00,STORE_002,desktop,Customer enquiry — stock,stock
TKT_0000418,INC_001,2024-01-11T05:44:15+00:00,STORE_005,android,Customer enquiry — returns,returns
TKT_0000419,INC_001,2024-01-11T05:41:14+00:00,STORE_005,ios,Customer enquiry — stock,stock
TKT_0000420,INC_001,2024-01-11T05:57:59+00:00,STORE_001,android,Customer enquiry — general,general
TKT_0000421,INC_001,2024-01-11T05:30:27+00:00,STORE_005,ios,Customer enquiry — returns,returns
TKT_0000422,INC_001,2024-01-11T06:22:16+00:00,STORE_001,android,Customer enquiry — returns,returns
TKT_0000423,INC_001,2024-01-11T06:23:16+00:00,STORE_005,ios,Customer enquiry — returns,returns
TKT_0000424,INC_001,2024-01-11T07:15:18+00:00,STORE_002,desktop,Customer enquiry — stock,stock
TKT_0000425,INC_001,2024-01-11T07:39:06+00:00,STORE_003,ios,Customer enquiry — stock,stock
TKT_0000426,INC_001,2024-01-11T07:41:58+00:00,STORE_002,desktop,Customer enquiry — general,general
TKT_0000427,INC_001,2024-01-11T07:54:13+00:00,STORE_003,desktop,Customer enquiry — returns,returns
TKT_0000428,INC_001,2024-01-11T07:05:08+00:00,STORE_002,android,Customer enquiry — general,general
TKT_0000429,INC_001,2024-01-11T08:20:18+00:00,STORE_001,ios,Customer enquiry — general,general
TKT_0000430,INC_001,2024-01-11T08:02:13+00:00,STORE_001,android,Customer enquiry — stock,stock
TKT_0000431,INC_001,2024-01-11T08:11:30+00:00,STORE_005,desktop,Customer enquiry — returns,returns
TKT_0000432,INC_001,2024-01-11T08:51:32+00:00,STORE_004,ios,Customer enquiry — general,general
TKT_0000433,INC_001,2024-01-11T08:30:01+00:00,STORE_004,desktop,Customer enquiry — stock,stock
TKT_0000434,INC_001,2024-01-11T09:20:28+00:00,STORE_003,android,Customer enquiry — stock,stock
TKT_0000435,INC_001,2024-01-11T09:03:38+00:00,STORE_004,android,Customer enquiry — stock,stock
TKT_0000436,INC_001,2024-01-11T09:58:02+00:00,STORE_005,android,Customer enquiry — general,general
TKT_0000437,INC_001,2024-01-11T10:39:15+00:00,STORE_002,ios,Customer enquiry — returns,returns
TKT_0000438,INC_001,2024-01-11T10:02:52+00:00,STORE_001,ios,Customer enquiry — stock,stock
TKT_0000439,INC_001,2024-01-11T10:27:29+00:00,STORE_003,ios,Customer enquiry — stock,stock
TKT_0000440,INC_001,2024-01-11T10:03:32+00:00,STORE_003,android,Customer enquiry — general,general
TKT_0000441,INC_001,2024-01-11T10:17:37+00:00,STORE_001,desktop,Customer enquiry — general,general
TKT_0000442,INC_001,2024-01-11T10:57:40+00:00,STORE_005,android,Customer enquiry — general,general
TKT_0000443,INC_001,2024-01-11T11:11:36+00:00,STORE_002,android,Customer enquiry — stock,stock
TKT_0000444,INC_001,2024-01-11T11:49:30+00:00,STORE_004,desktop,Customer enquiry — stock,stock
TKT_0000445,INC_001,2024-01-11T11:25:14+00:00,STORE_003,android,Customer enquiry — general,general
TKT_0000446,INC_001,2024-01-11T11:53:48+00:00,STORE_001,ios,Customer enquiry — general,general
TKT_0000447,INC_001,2024-01-11T11:26:17+00:00,STORE_005,desktop,Customer enquiry — stock,stock
TKT_0000448,INC_001,2024-01-11T11:04:31+00:00,STORE_005,ios,Customer enquiry — stock,stock
TKT_0000449,INC_001,2024-01-11T11:56:36+00:00,STORE_004,desktop,Customer enquiry — returns,returns
TKT_0000450,INC_001,2024-01-11T11:38:48+00:00,STORE_002,android,Customer enquiry — returns,returns
TKT_0000451,INC_001,2024-01-11T12:42:28+00:00,STORE_004,android,Customer enquiry — stock,stock
TKT_0000452,INC_001,2024-01-11T12:27:45+00:00,STORE_002,ios,Customer enquiry — general,general
TKT_0000453,INC_001,2024-01-11T12:41:24+00:00,STORE_003,ios,Customer enquiry — stock,stock
TKT_0000454,INC_001,2024-01-11T12:12:22+00:00,STORE_003,desktop,Customer enquiry — returns,returns
TKT_0000455,INC_001,2024-01-11T12:04:32+00:00,STORE_005,desktop,Customer enquiry — general,general
TKT_0000456,INC_001,2024-01-11T12:46:12+00:00,STORE_004,android,Customer enquiry — general,general
TKT_0000457,INC_001,2024-01-11T12:47:03+00:00,STORE_003,ios,Customer enquiry — stock,stock
TKT_0000458,INC_001,2024-01-11T13:06:17+00:00,STORE_005,desktop,Customer enquiry — general,general
TKT_0000459,INC_001,2024-01-11T13:54:38+00:00,STORE_005,ios,Customer enquiry — general,general
TKT_0000460,INC_001,2024-01-11T13:25:26+00:00,STORE_002,ios,Customer enquiry — general,general
TKT_0000461,INC_001,2024-01-11T13:43:00+00:00,STORE_002,ios,Customer enquiry — stock,stock
TKT_0000462,INC_001,2024-01-11T13:32:21+00:00,STORE_003,ios,Customer enquiry — stock,stock
TKT_0000463,INC_001,2024-01-11T13:11:07+00:00,STORE_001,android,Customer enquiry — stock,stock
TKT_0000464,INC_001,2024-01-11T13:05:41+00:00,STORE_003,desktop,Customer enquiry — returns,returns
TKT_0000465,INC_001,2024-01-11T13:05:41+00:00,STORE_001,desktop,Customer enquiry — general,general
TKT_0000466,INC_001,2024-01-11T14:47:59+00:00,STORE_005,desktop,Customer enquiry — returns,returns
TKT_0000467,INC_001,2024-01-11T14:06:54+00:00,STORE_003,desktop,Customer enquiry — stock,stock
TKT_0000468,INC_001,2024-01-11T14:43:22+00:00,STORE_004,ios,Customer enquiry — general,general
TKT_0000469,INC_001,2024-01-11T14:35:59+00:00,STORE_003,desktop,Customer enquiry — general,general
TKT_0000470,INC_001,2024-01-11T14:41:18+00:00,STORE_003,ios,Customer enquiry — stock,stock
TKT_0000471,INC_001,2024-01-11T15:04:37+00:00,STORE_002,ios,Customer enquiry — returns,returns
TKT_0000472,INC_001,2024-01-11T15:56:18+00:00,STORE_002,android,Customer enquiry — returns,returns
TKT_0000473,INC_001,2024-01-11T15:20:23+00:00,STORE_001,ios,Customer enquiry — returns,returns
TKT_0000474,INC_001,2024-01-11T15:53:07+00:00,STORE_004,desktop,Customer enquiry — stock,stock
TKT_0000475,INC_001,2024-01-11T15:14:28+00:00,STORE_003,android,Customer enquiry — general,general
TKT_0000476,INC_001,2024-01-11T15:50:17+00:00,STORE_002,ios,Customer enquiry — general,general
TKT_0000477,INC_001,2024-01-11T15:49:50+00:00,STORE_002,android,Customer enquiry — stock,stock
TKT_0000478,INC_001,2024-01-11T15:20:49+00:00,STORE_001,ios,Customer enquiry — returns,returns
TKT_0000479,INC_001,2024-01-11T15:12:24+00:00,STORE_005,android,Customer enquiry — general,general
TKT_0000480,INC_001,2024-01-11T15:52:46+00:00,STORE_004,android,Customer enquiry — stock,stock
TKT_0000481,INC_001,2024-01-11T15:02:31+00:00,STORE_003,ios,Customer enquiry — returns,returns
TKT_0000482,INC_001,2024-01-11T15:04:47+00:00,STORE_004,ios,Customer enquiry — general,general
TKT_0000483,INC_001,2024-01-11T15:52:27+00:00,STORE_001,android,Customer enquiry — returns,returns
TKT_0000484,INC_001,2024-01-11T15:02:21+00:00,STORE_003,desktop,Customer enquiry — returns,returns
TKT_0000485,INC_001,2024-01-11T15:00:27+00:00,STORE_005,android,Customer enquiry — stock,stock
TKT_0000486,INC_001,2024-01-11T16:23:52+00:00,STORE_005,ios,Customer enquiry — returns,returns
TKT_0000487,INC_001,2024-01-11T16:07:21+00:00,STORE_005,desktop,Customer enquiry — stock,stock
TKT_0000488,INC_001,2024-01-11T16:48:14+00:00,STORE_003,ios,Customer enquiry — stock,stock
TKT_0000489,INC_001,2024-01-11T16:10:22+00:00,STORE_004,ios,Customer enquiry — stock,stock
TKT_0000490,INC_001,2024-01-11T17:19:10+00:00,STORE_005,desktop,Customer enquiry — stock,stock
TKT_0000491,INC_001,2024-01-11T17:58:03+00:00,STORE_003,desktop,Customer enquiry — returns,returns
TKT_0000492,INC_001,2024-01-11T17:11:14+00:00,STORE_003,ios,Customer enquiry — general,general
TKT_0000493,INC_001,2024-01-11T17:02:22+00:00,STORE_002,android,Customer enquiry — stock,stock
TKT_0000494,INC_001,2024-01-11T17:01:33+00:00,STORE_004,android,Customer enquiry — returns,returns
TKT_0000495,INC_001,2024-01-11T17:14:19+00:00,STORE_004,desktop,Customer enquiry — general,general
TKT_0000496,INC_001,2024-01-11T17:45:06+00:00,STORE_001,android,Customer enquiry — general,general
TKT_0000497,INC_001,2024-01-11T17:19:42+00:00,STORE_005,desktop,Customer enquiry — stock,stock
TKT_0000498,INC_001,2024-01-11T17:23:58+00:00,STORE_004,desktop,Customer enquiry — returns,returns
TKT_0000499,INC_001,2024-01-11T17:44:41+00:00,STORE_005,ios,Customer enquiry — general,general
TKT_0000500,INC_001,2024-01-11T18:45:31+00:00,STORE_004,desktop,Customer enquiry — stock,stock
TKT_0000501,INC_001,2024-01-11T18:31:27+00:00,STORE_001,desktop,Customer enquiry — returns,returns
TKT_0000502,INC_001,2024-01-11T18:45:30+00:00,STORE_004,android,Customer enquiry — general,general
TKT_0000503,INC_001,2024-01-11T18:08:44+00:00,STORE_003,ios,Customer enquiry — general,general
TKT_0000504,INC_001,2024-01-11T18:42:23+00:00,STORE_003,ios,Customer enquiry — stock,stock
TKT_0000505,INC_001,2024-01-11T18:32:24+00:00,STORE_001,android,Customer enquiry — stock,stock
TKT_0000506,INC_001,2024-01-11T18:26:51+00:00,STORE_004,desktop,Customer enquiry — returns,returns
TKT_0000507,INC_001,2024-01-11T19:28:32+00:00,STORE_003,android,Customer enquiry — general,general
TKT_0000508,INC_001,2024-01-11T19:22:12+00:00,STORE_001,desktop,Customer enquiry — general,general
TKT_0000509,INC_001,2024-01-11T19:45:23+00:00,STORE_003,desktop,Customer enquiry — general,general
TKT_0000510,INC_001,2024-01-11T19:12:29+00:00,STORE_003,android,Customer enquiry — returns,returns
TKT_0000511,INC_001,2024-01-11T19:50:48+00:00,STORE_001,ios,Customer enquiry — general,general
TKT_0000512,INC_001,2024-01-11T20:23:33+00:00,STORE_003,ios,Customer enquiry — general,general
TKT_0000513,INC_001,2024-01-11T20:56:02+00:00,STORE_002,desktop,Customer enquiry — general,general
TKT_0000514,INC_001,2024-01-11T20:26:49+00:00,STORE_001,android,Customer enquiry — returns,returns
TKT_0000515,INC_001,2024-01-11T20:57:58+00:00,STORE_001,android,Customer enquiry — returns,returns
TKT_0000516,INC_001,2024-01-11T20:31:50+00:00,STORE_004,android,Customer enquiry — stock,stock
TKT_0000517,INC_001,2024-01-11T20:32:54+00:00,STORE_001,android,Customer enquiry — returns,returns
TKT_0000518,INC_001,2024-01-11T20:59:35+00:00,STORE_005,desktop,Customer enquiry — stock,stock
TKT_0000519,INC_001,2024-01-11T21:56:36+00:00,STORE_005,android,Customer enquiry — stock,stock
TKT_0000520,INC_001,2024-01-11T21:04:56+00:00,STORE_003,ios,Customer enquiry — returns,returns
TKT_0000521,INC_001,2024-01-11T21:36:57+00:00,STORE_003,desktop,Customer enquiry — stock,stock
TKT_0000522,INC_001,2024-01-11T22:29:22+00:00,STORE_004,ios,Customer enquiry — general,general
TKT_0000523,INC_001,2024-01-11T22:19:38+00:00,STORE_003,desktop,Customer enquiry — general,general
TKT_0000524,INC_001,2024-01-11T22:51:04+00:00,STORE_001,desktop,Customer enquiry — general,general
TKT_0000525,INC_001,2024-01-11T22:18:17+00:00,STORE_004,ios,Customer enquiry — general,general
TKT_0000526,INC_001,2024-01-11T22:13:13+00:00,STORE_001,android,Customer enquiry — returns,returns
TKT_0000527,INC_001,2024-01-11T23:32:15+00:00,STORE_002,android,Customer enquiry — general,general
TKT_0000528,INC_001,2024-01-11T23:03:16+00:00,STORE_001,desktop,Customer enquiry — returns,returns
TKT_0000529,INC_001,2024-01-12T00:46:59+00:00,STORE_005,desktop,Customer enquiry — returns,returns
TKT_0000530,INC_001,2024-01-12T00:42:24+00:00,STORE_002,android,Customer enquiry — stock,stock
TKT_0000531,INC_001,2024-01-12T00:28:26+00:00,STORE_003,android,Customer enquiry — returns,returns
TKT_0000532,INC_001,2024-01-12T00:15:23+00:00,STORE_003,android,Customer enquiry — general,general
TKT_0000533,INC_001,2024-01-12T00:06:28+00:00,STORE_002,android,Customer enquiry — returns,returns
